case_id,open_date,case_topic,service_name,assigned_department,assigned_team,case_status,closure_reason,closure_comments,close_date,target_close_date,on_time,report_source,full_address,street_number,street_name,zip_code,neighborhood,public_works_district,city_council_district,fire_district,police_district,ward,precinct,submitted_photo,closed_photo,longitude,latitude
BCS-00112728,2025-11-05 13:27:54.321882+00,Pruning Request,Pruning Request,Parks & Recreation,Urban Forestry,In progress,,,,2025-11-08 13:27:54.321882+00,ONTIME,BOS311,"30 Concord Sq, Boston, MA 02118",30,Concord Sq,2118.0,South End,1C,7,4,D4,4.0,4.0,,,-71.079192,42.341382
BCS-00109225,2025-10-29 22:10:46.152+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-01 22:10:46.152+00,OVERDUE,Call,"24-26 Ferrin St, Boston, MA 02129",24,Ferrin St,2129.0,Charlestown,1A,1,3,A15,2.0,4.0,,,-71.056796,42.375904
BCS-00110933,2025-11-02 18:28:53.695+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-05 18:28:53.695+00,OVERDUE,Call,"117-119 Fulton St, Boston, MA 02109",,Fulton St,2109.0,North End,1B,1,3,A1,3.0,1.0,,,-71.05272263,42.36242257
BCS-00111563,2025-11-03 16:24:59.891+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-11-03 16:45:12+00,2025-11-06 16:24:59.891+00,ONTIME,Call,"200 D St, South Boston, MA 02127",200,D St,2127.0,South Boston,5,2,6,C6,6.0,2.0,,,-71.0521515,42.338025
BCS-00077098,2025-08-23 20:29:19.785+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-24 06:15:06+00,2025-08-26 20:29:19.785+00,ONTIME,Call,"75 Saint Alphonsus St, Mission Hill, MA 02120",75,Saint Alphonsus St,2120.0,Mission Hill,10A,8,9,B2,10.0,2.0,,,-71.100954,42.334317
BCS-00106463,2025-10-23 19:22:28.866818+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-26 19:22:28.866818+00,OVERDUE,BOS311,"28-30 Brooks St, Boston, MA 02135",30,Brooks St,2135.0,Brighton,4,9,11,D14,22.0,11.0,,,-71.1620505,42.356412
BCS-00109871,2025-10-31 09:15:08.689653+00,Pruning Request,Pruning Request,Parks & Recreation,Urban Forestry,In progress,,,,2025-11-03 08:15:08.689653+00,OVERDUE,BOS311,"405 Melnea Cass Blvd, Boston, MA 02118",405,Melnea Cass Blvd,2118.0,Roxbury,10B,7,7,B2,8.0,4.0,,,-71.079696,42.332427
BCS-00108360,2025-10-28 13:33:07.728+00,Pruning Request,Pruning Request,Parks & Recreation,Urban Forestry,Closed,Noted,There are no street trees present at given address.,2025-10-29 12:48:07+00,2025-10-31 13:33:07.728+00,ONTIME,Call,"33 Armandine St, Boston, MA 02124",33,Armandine St,2124.0,Dorchester,7B,4,8,B3,17.0,8.0,,,-71.0725005,42.284817
BCS-00089718,2025-09-16 17:38:08.688+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-09-16 18:00:07+00,2025-09-19 17:38:08.688+00,ONTIME,Call,"4 Champlain Cir, Dorchester, MA 02124",4,Champlain Cir,2124.0,Dorchester,3,4,8,B3,17.0,1.0,,,-71.074071,42.296292
BCS-00107068,2025-10-25 11:10:43.304605+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,Closed,Transitioned,Privately owned lights on Stedman St,2025-10-30 10:54:34+00,2025-10-28 11:10:43.304605+00,OVERDUE,BOS311,"50 Stedman St, Boston, MA 02130",50,Stedman St,2130.0,Jamaica Plain,2,6,9,E13,11.0,8.0,,,-71.1079605,42.303465
BCS-00107979,2025-10-28 00:09:36.869302+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-31 00:09:36.869302+00,OVERDUE,BOS311,"433-435 Massachusetts Ave, Boston, MA 02118",433,Massachusetts Ave,2118.0,Roxbury,1C,7,4,D4,9.0,6.0,,,-71.082099,42.340572
BCS-00111442,2025-11-03 14:24:41.616+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-06 14:24:41.616+00,OVERDUE,Call,"39 Train St, Boston, MA 02122",39,Train St,2122.0,Dorchester,7A,3,8,C11,16.0,5.0,,,-71.05518,42.294393
BCS-00110798,2025-11-02 09:08:57.080513+00,Tree or Stump Removal,Tree or Stump Removal,Parks & Recreation,Urban Forestry,In progress,,,,2025-11-05 09:08:57.080513+00,OVERDUE,BOS311,"48 Ayles Rd, Boston, MA 02136",48,Ayles Rd,2136.0,Hyde Park,8B,5,12,E18,18.0,15.0,,,-71.11249595,42.26551876
BCS-00108667,2025-10-28 20:27:49.410039+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-31 20:27:49.410039+00,OVERDUE,BOS311,"105 High St, Boston, MA 02129",2,Pearl St,2129.0,Charlestown,1A,1,3,A15,2.0,5.0,,,-71.06538828,42.37811528
BCS-00108255,2025-10-28 12:16:55.25542+00,Tree or Stump Removal,Tree or Stump Removal,Parks & Recreation,Urban Forestry,In progress,,,,2025-10-31 12:16:55.25542+00,OVERDUE,BOS311,"200-220 Huntington Ave, Boston, MA 02115",220,Huntington Ave,2115.0,Back Bay,1C,8,4,D4,4.0,6.0,,,-71.083719,42.343515
BCS-00112857,2025-11-05 15:51:34.462089+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-11-05 16:00:17+00,2025-11-08 15:51:34.462089+00,ONTIME,BOS311,"29A-29 Tileston St, North End, MA 02113",,Tileston St,2113.0,North End,1B,1,3,A1,3.0,11.0,,,-71.053929,42.365682
BCS-00106483,2025-10-23 21:15:24.88413+00,Street Light Knockdown,Street Light Knockdown,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-26 21:15:24.88413+00,OVERDUE,BOS311,"1604 Centre St, Boston, MA 02131",1604,Centre St,2131.0,Roslindale,6B,6,10,E5,20.0,7.0,,,-71.143389,42.288345
BCS-00110950,2025-11-02 19:51:50.583877+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-05 19:51:50.583877+00,OVERDUE,BOS311,"30-32 Porter St, Boston, MA 02128",,Porter St,2128.0,East Boston,9,1,1,A7,1.0,6.0,,,-71.03772236,42.37440538
BCS-00112382,2025-11-05 07:25:25.83577+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-08 07:26:14.687252+00,ONTIME,BOS311,"130-158 Congress St, Boston, MA 02110",130,Congress St,2110.0,Downtown,1C,1,3,A1,3.0,13.0,,,-71.05572,42.356232
BCS-00111624,2025-11-03 19:27:20.308+00,Street Light Knockdown,Street Light Knockdown,Public Works Department (PWD),PWD Street Lighting,Create,,,,2025-11-06 19:27:20.308+00,OVERDUE,Call,"700 Commonwealth Ave, Fenway, MA 02215",700,Commonwealth Ave,2215.0,Fenway,10A,8,4,D4,21.0,2.0,,,-71.1040185,42.349365
BCS-00111647,2025-11-03 22:06:46.825157+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-06 22:06:46.825157+00,OVERDUE,BOS311,"27 Devens St, Boston, MA 02129",27,Devens St,2129.0,Charlestown,1A,1,3,A15,2.0,1.0,,,-71.06418,42.373728
BCS-00113512,2025-11-06 19:37:21.74+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-09 19:37:21.74+00,ONTIME,Call,"7 Humarock Way, Boston, MA 02136",7,Humarock Way,2136.0,Hyde Park,8B,5,12,E18,18.0,6.0,,,-71.1098415,42.26634
BCS-00110341,2025-10-31 20:23:31.445136+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-03 19:23:31.445136+00,OVERDUE,BOS311,"18 Ferrin St, Boston, MA 02129",18,Ferrin St,2129.0,Charlestown,1A,1,3,A15,2.0,4.0,,,-71.05640719,42.37570806
BCS-00085077,2025-09-06 17:25:58.834+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-09-06 18:00:05+00,2025-09-09 17:25:58.834+00,ONTIME,Call,"52 Child St, Hyde Park, MA 02136",52,Child St,2136.0,Hyde Park,8A,5,10,E18,18.0,12.0,,,-71.1283725,42.257646
BCS-00084084,2025-09-04 16:44:37.3+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-09-07 16:44:37.3+00,OVERDUE,Call,"520 Border St, East Boston, MA 02128",520,Border St,2128.0,East Boston,9,1,1,A7,1.0,8.0,,,-71.041689,42.381198
BCS-00109226,2025-10-29 22:23:05.312388+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-01 22:23:05.312388+00,OVERDUE,BOS311,"80 Rutland St, Boston, MA 02118",80,Rutland St,2118.0,South End,1C,7,4,D4,9.0,2.0,,,-71.077059,42.340482
BCS-00110685,2025-11-01 19:06:23.951789+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-04 18:06:23.951789+00,OVERDUE,BOS311,"49 Norfolk St, Boston, MA 02124",49,Norfolk St,2124.0,Dorchester,7B,4,8,B3,17.0,5.0,,,-71.0735265,42.28929
BCS-00080742,2025-08-29 19:28:21.715+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-09-01 19:28:21.715+00,OVERDUE,Call,"137 Saint Andrew Rd, East Boston, MA 02128",137,Saint Andrew Rd,2128.0,East Boston,9,1,1,A7,1.0,12.0,,,-70.998732,42.382917
BCS-00110953,2025-11-02 20:18:08.754862+00,Planting Request,Planting Request,Parks & Recreation,Urban Forestry,In progress,,,,2025-11-05 20:18:08.754862+00,OVERDUE,BOS311,"20 Ripley Rd, Boston, MA 02121",20,Ripley Rd,2121.0,Dorchester,3,4,7,B3,14.0,2.0,,,-71.0763795,42.299028
BCS-00105770,2025-10-22 16:09:40.888+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-25 16:09:40.888+00,OVERDUE,Call,"189 Ipswich St, Boston, MA 02215",189,Ipswich St,2215.0,Fenway,10A,8,4,D4,5.0,12.0,,,-71.0965125,42.345702
BCS-00074715,2025-08-19 17:00:08.172+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-19 17:45:09+00,2025-08-22 17:00:08.172+00,ONTIME,Call,"941 Boylston St, Back Bay, MA 02115",941,Boylston St,2115.0,Back Bay,1C,8,4,D4,5.0,9.0,,,-71.0855595,42.348123
BCS-00112647,2025-11-05 12:04:21.745+00,Pruning Request,Pruning Request,Parks & Recreation,Urban Forestry,Closed,Noted,Duplicate of existing request #101006239937 where the pruning of the 3 trees on purchase street is being handled. The Service Level Agreement for tree pruning is 6-12 months from the date of case creation. Rquest #101006239937 was created 2 months ago on 8/27/25. The trees will likely be pruned this winter.,2025-11-05 14:04:05+00,2025-11-08 12:04:21.745+00,ONTIME,Call,"172-180 Federal St, Boston, MA 02110",176,Federal St,2110.0,Downtown,1C,1,3,A1,3.0,13.0,,,-71.0559045,42.353487
BCS-00075426,2025-08-20 15:21:02.643+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-08-23 15:21:02.643+00,OVERDUE,Call,"1495-1497 Hyde Park Ave 2, Hyde Park, MA 02136",1495-1497,Hyde Park Ave,2136.0,Hyde Park,8B,5,10,E18,18.0,18.0,,,-71.12778026,42.24780646
BCS-00112974,2025-11-05 20:34:16.196164+00,Street Light Knockdown,Street Light Knockdown,Public Works Department (PWD),PWD Street Lighting,Needs Reallocation,Transitioned,,,2025-11-08 20:35:01.841256+00,ONTIME,BOS311,"60 Constitution Rd, Boston, MA 02129",70,Constitution Rd,2129.0,Charlestown,1A,1,3,A15,2.0,3.0,,,-71.0592525,42.372315
BCS-00113454,2025-11-06 16:21:14.136746+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-09 16:21:14.136746+00,ONTIME,BOS311,"30 Monument Sq, Boston, MA 02129",30,Monument Sq,2129.0,Charlestown,1A,1,3,A15,2.0,4.0,,,-71.061651,42.376968
BCS-00109403,2025-10-30 11:18:46.959536+00,Street Light Knockdown,Street Light Knockdown,Public Works Department (PWD),PWD Street Lighting,Closed,Transitioned,,2025-10-30 12:34:49+00,2025-11-02 10:19:08.568608+00,ONTIME,BOS311,"584 Centre St, Boston, MA 02130",584,Centre St,2130.0,Jamaica Plain,2,6,9,E13,19.0,5.0,,,-71.11409262,42.31531284
BCS-00106542,2025-10-24 09:20:25.433066+00,Street Light Other,Street Light Other,,,In progress,,,,2025-10-27 09:20:28.075078+00,OVERDUE,BOS311,"75 W Cedar St, Boston, MA 02114",75,W Cedar St,2114.0,Beacon Hill,1B,8,3,A1,5.0,11.0,,,-71.069931,42.360147
BCS-00080092,2025-08-28 19:16:52.66+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-08-31 19:16:52.66+00,OVERDUE,Call,"1917 Washington St, Roxbury, MA 02118",1917,Washington St,2118.0,Roxbury,10B,7,4,D4,9.0,3.0,,,-71.0808165,42.333795
BCS-00107887,2025-10-27 17:40:58.925+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-10-30 17:40:58.925+00,OVERDUE,Call,"23 Southwood St, Roxbury, MA 02119",23,Southwood St,2119.0,Roxbury,10B,7,7,B2,12.0,4.0,,,-71.0796285,42.318306
BCS-00093259,2025-09-24 12:59:16.618+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-09-24 15:15:14+00,2025-09-27 12:59:16.618+00,ONTIME,Call,"1525 Washington St, South End, MA 02118",1525,Washington St,2118.0,South End,1C,2,4,D4,9.0,1.0,,,-71.072613,42.339888
BCS-00100826,2025-10-10 18:25:51.089+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-10-10 19:30:08+00,2025-10-13 18:25:51.089+00,ONTIME,Call,"1 Bay St, Bay Village, MA 02116",1,Bay St,2116.0,Bay Village,1C,2,4,A1,5.0,13.0,,,-71.06832,42.348159
