case_id,open_date,case_topic,service_name,assigned_department,assigned_team,case_status,closure_reason,closure_comments,close_date,target_close_date,on_time,report_source,full_address,street_number,street_name,zip_code,neighborhood,public_works_district,city_council_district,fire_district,police_district,ward,precinct,submitted_photo,closed_photo,longitude,latitude
BCS-00112603,2025-11-05 11:26:55.528938+00,Pruning Request,Pruning Request,Parks & Recreation,Urban Forestry,Closed,Noted,Duplicate of existing request #101006239937 where the pruning of the 3 trees on purchase street is being handled. The Service Level Agreement for tree pruning is 6-12 months from the date of case creation. Rquest #101006239937 was created 2 months ago on 8/27/25. The trees will likely be pruned this winter.,2025-11-05 14:04:01+00,2025-11-08 11:26:55.528938+00,ONTIME,BOS311,"172-180 Federal St, Boston, MA 02110",265,Purchase St,2110.0,Downtown,1C,1,3,A1,3.0,13.0,,,-71.055774,42.353442
BCS-00075614,2025-08-20 19:55:18.909+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-08-23 19:55:18.909+00,OVERDUE,Call,"110 Tyler St, Chinatown, MA 02111",110,Tyler St,2111.0,Chinatown,1C,2,4,A1,3.0,8.0,,,-71.0616285,42.34833
BCS-00110317,2025-10-31 18:34:20.013+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-03 17:34:20.013+00,OVERDUE,Call,"2-14 Cumston St, Boston, MA 02118",14,Rutland St,2118.0,South End,1C,2,4,D4,9.0,1.0,,,-71.0749485,42.338709
BCS-00112229,2025-11-04 16:04:33.360812+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-07 16:04:33.360812+00,ONTIME,BOS311,"209 Columbus Ave, Boston, MA 02116",142,Berkeley St,2116.0,Bay Village,1C,2,4,A1,5.0,13.0,,,-71.0715857,42.34880184
BCS-00107893,2025-10-27 17:56:09.514+00,,,,,Closed,Resolved successfully,,2025-10-27 17:59:23.821479+00,,ONTIME,Call,"43 Westland Ave, Fenway, MA 02115",43,Westland Ave,2115.0,Fenway,10A,7,4,D4,4.0,7.0,,,-71.08776,42.344001
BCS-00112403,2025-11-05 08:11:37.343+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-11-05 16:00:13+00,2025-11-08 08:11:37.343+00,ONTIME,Call,"42 Parkman St, Dorchester, MA 02122",42,Parkman St,2122.0,Dorchester,7A,3,7,C11,16.0,1.0,,,-71.0575515,42.297255
BCS-00105840,2025-10-22 18:45:00.12+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-25 18:45:00.12+00,OVERDUE,Call,"328 Geneva Ave, Boston, MA 02122",328,Geneva Ave,2122.0,Dorchester,3,4,7,C11,15.0,5.0,,,-71.0704125,42.303015
BCS-00065743,2025-08-01 15:56:03.915+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-08-04 15:56:03.915+00,OVERDUE,Call,"63 Sedgwick St, Jamaica Plain, MA 02130",63,Sedgwick St,2130.0,Jamaica Plain,2,6,9,E13,19.0,6.0,,,-71.113086,42.308514
BCS-00075025,2025-08-20 10:18:04.849+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-08-23 10:18:04.849+00,OVERDUE,Call,"55A Dunstable St, Charlestown, MA 02129",55A,Dunstable St,2129.0,Charlestown,1A,1,3,A15,2.0,1.0,,,-71.0685585,42.376941
BCS-00067217,2025-08-05 11:04:44.611+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-08-08 11:04:44.611+00,OVERDUE,Call,"22 Common St, Charlestown, MA 02129",22,Common St,2129.0,Charlestown,1A,1,3,A15,2.0,3.0,,,-71.0595855,42.374097
BCS-00096102,2025-09-30 16:24:49.755+00,Lost Pet,Lost Pet,Animal Care & Control,Animal control staff,In progress,,,,2025-10-03 16:24:49.755+00,OVERDUE,Call,"42-44 Winton St, Roslindale, MA 02131",44,Winton St,2131.0,Roslindale,6B,5,10,E5,18.0,11.0,,,-71.1340785,42.27444
BCS-00107157,2025-10-25 18:36:20.258849+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-28 18:36:20.258849+00,OVERDUE,BOS311,"78-80 Rossmore Rd, Boston, MA 02130",78,Rossmore Rd,2130.0,Jamaica Plain,2,6,9,E13,11.0,8.0,,,-71.105571,42.303906
BCS-00108351,2025-10-28 13:30:45.778367+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-31 13:30:45.778367+00,OVERDUE,BOS311,"1 Holden Row, Boston, MA 02129",1,Holden Row,2129.0,Charlestown,1A,1,3,A15,2.0,5.0,,,-71.0654085,42.37821
BCS-00106486,2025-10-23 21:30:13.868063+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-26 21:30:13.868063+00,OVERDUE,BOS311,"205-207 Boylston St, Boston, MA 02130",,Boylston St,2130.0,Jamaica Plain,2,6,9,E13,11.0,4.0,,,-71.10118944,42.31397902
BCS-00109655,2025-10-30 15:51:17.954597+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-02 14:51:17.954597+00,OVERDUE,BOS311,"46 Chestnut St, Boston, MA 02129",46,Chestnut St,2129.0,Charlestown,1A,1,3,A15,2.0,3.0,,,-71.0593425,42.375231
BCS-00111519,2025-11-03 15:47:56.947007+00,Pruning Request,Pruning Request,Parks & Recreation,Urban Forestry,Needs Reallocation,Transitioned,,,2025-11-06 15:47:56.947007+00,OVERDUE,BOS311,"259-261 Wood Ave, Boston, MA 02136",259,Wood Ave,2136.0,Hyde Park,8B,5,12,E18,18.0,6.0,,,-71.1101506,42.26507725
BCS-00112468,2025-11-05 09:36:35.664479+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-08 09:36:35.664479+00,ONTIME,BOS311,"160 N St, Boston, MA 02127",740,E Seventh St,2127.0,South Boston,5,2,6,C6,6.0,9.0,,,-71.0307315,42.332553
BCS-00113236,2025-11-06 12:37:52.857+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-11-09 12:37:52.857+00,ONTIME,Call,"138A Highcrest Rd, Roslindale, MA 02131",138A,Highcrest Rd,2131.0,Roslindale,6A,5,10,E5,18.0,11.0,,,-71.13789,42.27279
BCS-00075839,2025-08-21 11:36:38.41+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-21 17:00:12+00,2025-08-24 11:36:38.41+00,ONTIME,Call,"Brooks St & Nonantum Rd, Brighton, MA 02458",,,2458.0,Brighton,4,9,11,D14,22.0,11.0,,,-71.161866,42.358041
BCS-00113489,2025-11-06 17:25:39.903456+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-09 17:25:39.903456+00,ONTIME,BOS311,"43 Melrose St, Boston, MA 02116",43,Melrose St,2116.0,Bay Village,1C,2,4,A1,5.0,13.0,,,-71.06876395,42.34885074
BCS-00111521,2025-11-03 15:48:59.877687+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-06 15:48:59.877687+00,OVERDUE,BOS311,"50-52 Warren St, Boston, MA 02129",,Warren St,2129.0,Charlestown,1A,1,3,A15,2.0,3.0,,,-71.06184,42.373701
BCS-00108253,2025-10-28 12:16:29.155407+00,Tree or Stump Removal,Tree or Stump Removal,Parks & Recreation,Urban Forestry,In progress,,,,2025-10-31 12:16:29.155407+00,OVERDUE,BOS311,"200-220 Huntington Ave, Boston, MA 02115",220,Huntington Ave,2115.0,Back Bay,1C,8,4,D4,4.0,6.0,,,-71.083719,42.343515
BCS-00106818,2025-10-24 14:57:36.084884+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-27 14:57:36.084884+00,OVERDUE,BOS311,"1 Pleasant St, Boston, MA 02129",1,Pleasant St,2129.0,Charlestown,1A,1,3,A15,2.0,3.0,,,-71.063001,42.374043
BCS-00110915,2025-11-02 17:04:55.969+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-05 17:04:55.969+00,OVERDUE,Call,"29 Gloucester St, Boston, MA 02116",29,Gloucester St,2116.0,Back Bay,1C,8,4,D4,5.0,8.0,,,-71.0841015,42.349563
BCS-00080124,2025-08-28 21:45:02.504+00,Lost Pet,Lost Pet,Animal Care & Control,Animal control staff,In progress,,,,2025-08-31 21:45:02.504+00,OVERDUE,Call,"56 Queensberry St 2, Fenway, MA 02215",56,Queensberry St,2215.0,Fenway,10A,8,4,D4,5.0,2.0,,,-71.09749,42.34254
BCS-00106634,2025-10-24 11:11:53.409765+00,Street Light Outage,Street Light Outage,,,In progress,,,,2025-10-27 11:11:53.409765+00,OVERDUE,BOS311,,,,,Jamaica Plain,2,6,9,E13,19.0,2.0,,,,
BCS-00107151,2025-10-25 17:39:16.23+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,Closed,Transitioned,,2025-11-04 16:52:26+00,2025-10-28 17:39:16.23+00,OVERDUE,Call,"238 South St, Boston, MA 02130",238,South St,2130.0,Jamaica Plain,2,6,9,E13,11.0,10.0,,,-71.11427665,42.30192342
BCS-00065822,2025-08-01 19:00:48.498+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-08-04 19:00:48.498+00,OVERDUE,Call,"599 Old Colony Ave, Dorchester, MA 02125",599,Old Colony Ave,2125.0,Dorchester,3,3,7,C11,13.0,7.0,,,-71.0523855,42.320619
BCS-00105294,2025-10-21 16:50:09.333+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-10-21 17:15:08+00,2025-10-24 16:50:09.333+00,ONTIME,Call,"292 Belgrade Ave 3, Roslindale, MA 02131",292,Belgrade Ave,2131.0,Roslindale,6B,5,10,E5,20.0,8.0,,,-71.14336,42.28589
BCS-00077329,2025-08-24 20:52:48.249+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-25 08:30:06+00,2025-08-27 20:52:48.249+00,ONTIME,Call,"135 Causeway St, West End, MA 02114",135,Causeway St,2114.0,West End,1B,8,3,A1,3.0,10.0,,,-71.0606115,42.365376
BCS-00111843,2025-11-04 10:13:51.172303+00,Fallen Tree or Branches,Fallen Tree or Branches,Parks & Recreation,Urban Forestry,Closed,Noted,needs more information.,2025-11-04 10:46:04+00,2025-11-07 10:13:51.172303+00,ONTIME,BOS311,,,,,Jamaica Plain,2,6,9,E13,19.0,3.0,,,,
BCS-00109794,2025-10-30 21:37:26.059668+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-02 20:37:26.059668+00,OVERDUE,BOS311,"706-712 Huntington Ave, Boston, MA 02120",706,Huntington Ave,2120.0,Longwood,10A,8,9,B2,10.0,3.0,,,-71.103807,42.334335
BCS-00106639,2025-10-24 11:12:08.254+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-27 11:12:08.254+00,OVERDUE,Call,"4 Symphony Rd, Boston, MA 02115",4,Symphony Rd,2115.0,Fenway,10A,7,4,D4,4.0,8.0,,,-71.087202,42.342651
BCS-00112769,2025-11-05 14:22:48.035321+00,Tree or Stump Removal,Tree or Stump Removal,Parks & Recreation,Urban Forestry,In progress,,,,2025-11-08 14:22:48.035321+00,ONTIME,BOS311,"24 Ayles Rd, Boston, MA 02136",24,Ayles Rd,2136.0,Hyde Park,8B,5,12,E18,18.0,8.0,,,-71.1127395,42.266223
BCS-00110935,2025-11-02 18:46:14.088939+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-05 18:46:14.088939+00,OVERDUE,BOS311,"72 Washington St, Boston, MA 02129",72,Washington St,2129.0,Charlestown,1A,1,3,A15,2.0,1.0,,,-71.06618135,42.3736468
BCS-00111544,2025-11-03 16:06:17.985014+00,Planting Request,Planting Request,Parks & Recreation,Urban Forestry,In progress,,,,2025-11-06 16:06:17.985014+00,OVERDUE,BOS311,"7 Holyoke St, Boston, MA 02116",7,Holyoke St,2116.0,South End,1C,2,4,D4,4.0,3.0,,,-71.0775225,42.34473
BCS-00106481,2025-10-23 20:49:46.752699+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-26 20:49:46.752699+00,OVERDUE,BOS311,"347 Centre St, Boston, MA 02122",347,Centre St,2122.0,Dorchester,7A,3,8,C11,16.0,5.0,,,-71.058681,42.294375
BCS-00109093,2025-10-29 15:25:37.919502+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-01 15:25:37.919502+00,OVERDUE,BOS311,"1 Pleasant St, Boston, MA 02129",1,Pleasant St,2129.0,Charlestown,1A,1,3,A15,2.0,3.0,,,-71.0629965,42.374043
BCS-00106977,2025-10-24 20:15:30.121+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-27 20:15:30.121+00,OVERDUE,Call,"16 Fayette St, Boston, MA 02116",16,Fayette St,,Bay Village,1C,2,4,A1,5.0,13.0,,,-71.0671905,42.348942
BCS-00112955,2025-11-05 19:00:40.11+00,Fallen Tree or Branches,Fallen Tree or Branches,Parks & Recreation,Urban Forestry,Closed,Noted,"tree crew came out to inspect the issue there was no tree emergency found at this location need more information. Inspected by JB, GR, DR",2025-11-06 08:06:01+00,2025-11-08 19:00:40.11+00,ONTIME,Call,"23 Elwell Rd, Boston, MA 02130",23,Elwell Rd,2130.0,Jamaica Plain,2,6,10,E13,19.0,2.0,,,-71.134254,42.302511
BCS-00094357,2025-09-26 12:14:11.604+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-09-29 12:14:11.604+00,OVERDUE,Call,"800 Columbia Rd, Dorchester, MA 02125",800,Columbia Rd,2125.0,Dorchester,3,3,6,C6,7.0,9.0,,,-71.057367,42.320934
BCS-00112994,2025-11-06 04:33:47.544151+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-09 04:33:47.544151+00,ONTIME,BOS311,"100 Clarendon St, Boston, MA 02116",100,Clarendon St,2116.0,Back Bay,1C,2,4,D4,4.0,3.0,,,-71.0742465,42.348051
BCS-00106828,2025-10-24 15:03:37.34623+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-27 15:03:37.34623+00,OVERDUE,BOS311,"14 Devens St, Boston, MA 02129",14,Devens St,2129.0,Charlestown,1A,1,3,A15,2.0,3.0,,,-71.063712,42.373629
BCS-00108028,2025-10-28 08:48:17.301+00,Planting Request,Planting Request,,,In progress,,,,2025-10-31 08:48:17.301+00,OVERDUE,Call,"1260 Boylston St, Boston, MA 02215",1260,Boylston St,2215.0,Fenway,10A,8,4,D4,5.0,12.0,,,-71.0960265,42.344901
BCS-00110357,2025-10-31 22:38:42.327119+00,Pruning Request,Pruning Request,Parks & Recreation,Urban Forestry,Closed,Noted,The City of Boston does not maintain trees on private property. It is the property owners responsibility to maintain.,2025-11-05 09:04:02+00,2025-11-03 21:38:42.327119+00,OVERDUE,BOS311,"29 Woodbine St, Boston, MA 02119",29,Woodbine St,2119.0,Roxbury,10B,7,7,B2,12.0,4.0,,,-71.0797905,42.318855
BCS-00108262,2025-10-28 12:20:39.235232+00,Tree or Stump Removal,Tree or Stump Removal,Parks & Recreation,Urban Forestry,Closed,Noted,The tree in question appears to have live buds and twigs and will be retained at this time. Please contact our office for an additional inspection if it does not leaf out in the spring.,2025-11-05 11:06:01+00,2025-10-31 12:20:39.235232+00,OVERDUE,BOS311,"175-177 Huntington Ave, Boston, MA 02115",175,Huntington Ave,2115.0,Back Bay,1C,8,4,D4,4.0,6.0,,,-71.0826885,42.345072
BCS-00074042,2025-08-18 17:19:16.82+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-18 17:30:06+00,2025-08-21 17:19:16.82+00,ONTIME,Call,"540 Atlantic Ave, Downtown, MA 02210",540,Atlantic Ave,2210.0,Downtown,1C,2,6,A1,3.0,14.0,,,-71.053191,42.353649
BCS-00111634,2025-11-03 20:21:39.681354+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-06 20:21:39.681354+00,OVERDUE,BOS311,"3 Dexter Row, Boston, MA 02129",3,Dexter Row,2129.0,Charlestown,1A,1,3,A15,2.0,1.0,,,-71.06422037,42.37533135
BCS-00112899,2025-11-05 16:38:23.265+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-08 16:38:23.265+00,ONTIME,Call,"611 Columbia Rd, Boston, MA 02125",611,Columbia Rd,2125.0,Dorchester,3,3,7,B2,7.0,10.0,,,-71.0640495,42.317487
BCS-00113430,2025-11-06 15:43:55.721798+00,Tree or Stump Removal,Tree or Stump Removal,Parks & Recreation,Urban Forestry,In progress,,,,2025-11-09 15:43:55.721798+00,ONTIME,BOS311,"295 Bunker Hill St, Boston, MA 02129",295,Bunker Hill St,2129.0,Charlestown,1A,1,3,A15,2.0,6.0,,,-71.065674,42.380631
BCS-00106535,2025-10-24 09:11:41.468978+00,Street Light Knockdown,Street Light Knockdown,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-27 09:11:41.468978+00,OVERDUE,BOS311,"10 Post Office Sq, Boston, MA 02109",10,Post Office Sq,2109.0,Downtown,1C,1,3,A1,3.0,6.0,,,-71.0561025,42.357501
BCS-00080553,2025-08-29 14:07:55.551+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-09-01 14:07:55.551+00,OVERDUE,Call,"38 Seminole St, Hyde Park, MA 02136",38,Seminole St,2136.0,Hyde Park,8B,5,12,E18,18.0,6.0,,,-71.108721,42.272199
BCS-00109199,2025-10-29 20:34:01.511443+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-01 20:34:01.511443+00,OVERDUE,BOS311,"37 Eastburn St, Boston, MA 02135",37,Eastburn St,2135.0,Brighton,4,9,11,D14,22.0,9.0,,,-71.15683243,42.34774465
BCS-00109691,2025-10-30 16:26:19.213771+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-02 15:26:19.213771+00,OVERDUE,BOS311,"51-53 Hemenway St, Boston, MA 02115",51,Hemenway St,2115.0,Fenway,10A,8,4,D4,4.0,12.0,,,-71.08983,42.345189
BCS-00113480,2025-11-06 17:07:21.436738+00,Planting Request,Planting Request,Parks & Recreation,Urban Forestry,In progress,,,,2025-11-09 17:07:21.436738+00,ONTIME,BOS311,"29-33 Edinboro St, Boston, MA 02111",,Edinboro St,2111.0,Chinatown,1C,2,4,A1,3.0,8.0,,,-71.059588,42.351633
BCS-00111899,2025-11-04 10:55:17.337+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-07 10:55:17.337+00,ONTIME,Call,"173-177 Cambridge St, Boston, MA 02114",,Cambridge St,2114.0,West End,1B,8,3,A1,3.0,9.0,,,-71.0660115,42.36147
BCS-00080686,2025-08-29 16:37:01.75+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-09-01 16:37:01.75+00,OVERDUE,Call,"1044 Hyde Park Ave, Hyde Park, MA 02136",1044,Hyde Park Ave,2136.0,Hyde Park,8B,5,12,E18,18.0,14.0,,,-71.1211905,42.263649
BCS-00097469,2025-10-03 11:41:03.564+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-10-06 11:41:03.564+00,OVERDUE,Call,"114 Winthrop St, Roxbury, MA 02119",114,Winthrop St,2119.0,Roxbury,10B,7,7,B2,8.0,3.0,,,-71.0766405,42.324039
BCS-00110924,2025-11-02 17:49:32.312148+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-05 17:50:15.771377+00,OVERDUE,BOS311,"10 Royal St, Boston, MA 02134",10,Royal St,2134.0,Allston,4,9,11,D14,22.0,1.0,,,-71.12967322,42.35708034
BCS-00077255,2025-08-24 15:41:18.086+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-08-24 18:45:04+00,2025-08-27 15:41:18.086+00,ONTIME,Call,"44 Grew Ave, Roslindale, MA 02131",44,Grew Ave,2131.0,Roslindale,8A,5,12,E18,18.0,9.0,,,-71.1221895,42.276186
BCS-00074851,2025-08-20 00:49:37.6+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-08-23 00:49:37.6+00,OVERDUE,Call,"830 Washington St, Chinatown, MA 02111",830,Washington St,2111.0,Chinatown,1C,2,4,A1,3.0,8.0,,,-71.0634555,42.349176
BCS-00108003,2025-10-28 08:26:09.591061+00,Tree or Stump Removal,Tree or Stump Removal,,,In progress,,,,2025-10-31 08:26:09.591061+00,OVERDUE,BOS311,"440 Park Dr, Boston, MA 02215",440,Park Dr,2215.0,Fenway,10A,8,4,D4,21.0,1.0,,,-71.1045135,42.344901
BCS-00109649,2025-10-30 15:44:11.699732+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-02 14:44:11.699732+00,OVERDUE,BOS311,"14 Prospect St, Boston, MA 02129",14,Prospect St,2129.0,Charlestown,1A,1,3,A15,2.0,4.0,,,-71.05769177,42.37510684
BCS-00108697,2025-10-28 22:20:04.534101+00,Pruning Request,Pruning Request,Parks & Recreation,Urban Forestry,Needs Reallocation,Transitioned,,,2025-10-31 22:20:04.534101+00,OVERDUE,BOS311,"660A-660 Saratoga St, Boston, MA 02128",660,Saratoga St,2128.0,East Boston,9,1,1,A7,1.0,11.0,,,-71.020971,42.38253
BCS-00107315,2025-10-26 15:14:39.066+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-29 15:14:39.066+00,OVERDUE,Call,"20-24 Corinth St, Boston, MA 02131",24,Corinth St,2131.0,Roslindale,6B,5,10,E5,20.0,2.0,,,-71.1297495,42.286356
BCS-00108864,2025-10-29 10:26:38.697+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-01 10:26:38.697+00,OVERDUE,Call,"368 Harvard St, Boston, MA 02124",368,Harvard St,2124.0,Dorchester,7B,4,12,B3,14.0,11.0,,,-71.0904195,42.291468
BCS-00085186,2025-09-07 12:23:25.263+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-09-07 15:15:06+00,2025-09-10 12:23:25.263+00,ONTIME,Call,"300 E Eagle St, East Boston, MA 02128",300,E Eagle St,2128.0,East Boston,9,1,1,A7,1.0,9.0,,,-71.028135,42.381504
BCS-00109227,2025-10-29 22:26:45.410111+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-01 22:26:45.410111+00,OVERDUE,BOS311,"48 Rutland St, Boston, MA 02118",48,Rutland St,2118.0,South End,1C,7,4,D4,9.0,2.0,,,-71.0763615,42.339852
BCS-00107146,2025-10-25 17:03:20.415737+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-10-28 17:03:20.415737+00,OVERDUE,BOS311,"45-47 Chatham St, Boston, MA 02109",21,Merchants Row,2109.0,Downtown,1C,1,3,A1,3.0,6.0,,,-71.0556771,42.35953665
BCS-00106887,2025-10-24 15:54:30.670283+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-10-27 15:54:30.670283+00,OVERDUE,BOS311,"132 Brooks St, Brighton, MA 02135",132,Brooks St,2135.0,Brighton,4,9,11,D14,22.0,7.0,,,-71.162829,42.3531
BCS-00112914,2025-11-05 17:02:08.442616+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-08 17:02:08.442616+00,ONTIME,BOS311,"22A-22 Hanover Ave, Boston, MA 02109",24,Hanover Ave,2109.0,North End,1B,1,3,A1,3.0,2.0,,,-71.0518815,42.365799
BCS-00070283,2025-08-11 14:41:09.638+00,,,,,Closed,Noted,,2025-09-29 12:51:10.41996+00,,ONTIME,Call,"13 Sewall St, Mission Hill, MA 02120",13,Sewall St,2120.0,Mission Hill,10A,8,9,B2,10.0,2.0,,,-71.0979975,42.331284
BCS-00113503,2025-11-06 18:37:05.524+00,Domestic Animal Issue,Domestic Animal Issue,Animal Care & Control,Animal control staff,In progress,,,,2025-11-09 18:37:05.524+00,ONTIME,Call,"17 Mount Ida Rd, Dorchester, MA 02122",17,Mount Ida Rd,2122.0,Dorchester,3,3,7,C11,15.0,7.0,,,-71.0656425,42.306786
BCS-00110056,2025-10-31 12:41:09.179+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,Closed,Transitioned,,2025-11-05 09:16:04+00,2025-11-03 11:41:09.179+00,OVERDUE,Call,"10-12 Sylvester Rd, Boston, MA 02122",12,Sylvester Rd,2122.0,Dorchester,7A,3,8,C11,16.0,9.0,,,-71.0473725,42.284772
BCS-00110461,2025-11-01 09:46:59.78+00,Fallen Tree or Branches,Fallen Tree or Branches,Parks & Recreation,Urban Forestry,Closed,Noted,Private way road. Property owner needs to call a private tree care company. The City of Boston does not maintain trees on private property.,2025-11-01 10:14:42+00,2025-11-04 08:46:59.78+00,ONTIME,Call,"64 Chestnut Rd, Boston, MA 02132",64,Chestnut Rd,2132.0,West Roxbury,6A,6,10,E5,20.0,15.0,,,-71.1595125,42.264207
BCS-00092402,2025-09-23 07:37:58.465+00,Wild Animal Issue,Wild Animal Issue,Animal Care & Control,Animal control staff,Closed,Noted,,2025-09-23 08:00:08+00,2025-09-26 07:37:58.465+00,ONTIME,Call,"370-410 Summer St, South Boston Waterfront, MA 02210",400,Summer St,2210.0,South Boston Waterfront,5,2,6,C6,6.0,12.0,,,-71.046621,42.348843
BCS-00109061,2025-10-29 14:40:14.411258+00,Fallen Tree or Branches,Fallen Tree or Branches,Parks & Recreation,Urban Forestry,Needs Reallocation,Transitioned,,,2025-11-01 14:40:14.411258+00,OVERDUE,BOS311,"150-160 American Legion Hwy, Boston, MA 02124",150,American Legion Hwy,2124.0,Dorchester,7B,4,12,B3,14.0,9.0,,,-71.0924895,42.294708
BCS-00110957,2025-11-02 20:49:28.037+00,Street Light Other,Street Light Other,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-05 20:49:28.037+00,OVERDUE,Call,"16 Fayette St, Boston, MA 02116",16,Fayette St,,Bay Village,1C,2,4,A1,5.0,13.0,,,-71.0671905,42.348942
BCS-00110338,2025-10-31 20:11:33.667784+00,Street Light Outage,Street Light Outage,Public Works Department (PWD),PWD Street Lighting,In progress,,,,2025-11-03 19:11:33.667784+00,OVERDUE,BOS311,"18 Nonantum St, Boston, MA 02135",18,Nonantum St,2135.0,Brighton,4,9,11,D14,22.0,4.0,,,-71.168499,42.349725
